Entity,AttributeName,Attribute
马卡,属,独行菜属
马卡,种,玛卡
AI,类 别,图形软件
AI,首 发,1986年
罗望子,界,植物界
罗望子,门,种子植物门
罗望子,纲,双子叶植物纲
太阳鸟科,界,动物界
词典,别 称,辞典
无限空间,语言,英文
红叶树,界,植物界
红叶树,门,被子植物门
红叶树,纲,双子叶植物纲
红叶树,目,山龙眼目
红叶树,科,山龙眼科
红叶树,属,山龙眼属
辅仁大学,类型,私立大学
蝇虎,界,动物界
蝇虎,门,节肢动物门
蝇虎,纲,蛛形纲
蝇虎,目,蜘蛛目
李和,性别,男
李和,民族,汉族
李和,国籍,中国
李和,政党,中国共产党
核电站,建筑用途,发电
欀,笔画,21
欀,部首,木
欀,部首笔划,4
滕,笔画,15
滕,部首,水
卵细胞,位于,卵巢
肉食动物,上映地区,韩国
马里兰,中文名,马里兰州
马里兰,外文名,Maryland
马里兰,知名产业,运输业
海梅,国籍,西班牙
海梅,职业,运动员
青钩栲,界,植物界
金环蛇,界,动物界
师范,最优秀师范,北京师范大学
均方值,类别,术语
均方值,另一形式,均方根值
三才图会,作者,王圻
三才图会,语种,汉语
三才图会,出版时间,1988年
胸痛,季节分布,四季
胸痛,就诊科室,内科
汪日桢,去世日期,1881年
汪日桢,职业,学者
市场,用 途,交易
喉咙草,界,植物界
奇异堇菜,界,植物界
隆尧大葱,界,植物界
彭泽,中文名,彭泽县
彭泽,别称,彭蠡
彭泽,行政类别,县
彭泽,地方方言,赣语
上海医学院,中文名称,复旦大学上海医学院
亚速尔群岛,所属国家,葡萄牙
白花菜科,界,植物界
白花菜科,门,被子植物
白花菜科,纲,单子叶植物
白花菜科,目,木本
白花菜科,科,木本
卫松,性别,男
卫松,所处时代,宋朝
卫松,出生日期,1124年
丙烯颜料,用途,绘画
黍族,界,植物界
蒌,笔画,12
土司,是否含防腐剂,否
木蛾科,界,动物界
木蛾科,门,节肢动物门
木蛾科,纲,昆虫纲
木蛾科,亚纲,有翅亚纲
水稻茎线虫,界,原生生物界
郑家屯,所属国家,中国
千山万水,类别,小说
千山万水,开本,16
千山万水,版次,1
千山万水,出版地,中国
陈从周,民族,汉族
陈从周,国籍,中国
陈从周,毕业院校,之江大学
陈从周,政党,中国共产党
沙葛,中文学名,豆薯
沙葛,界,植物界
小麂,界,动物界
崇阳,知名产业,农业
崇阳,行政类别,县
崇阳,行政类别,县
天池,类别,风景名胜
告一段落,语言,中文
二十四史,语种,汉语
二十四史,起 始,史记
二十四史,结 束,明史
西园记,类别,戏曲
移项,范畴,数学
美国,货币,美元
美国,国鸟,白头海雕
美国,国花,玫瑰花
美国,所属洲,北美洲
美国,常用语言,英语
美国,官方语言,英语
美国,首都,华盛顿哥伦比亚特区
美国,国家代码,USA
美国,历法,公历
美国,最长河流,密西西比河
美国,地理最高点,丹奈利峰
畏寒,季节分布,四季
畏寒,传染病,否
畏寒,疫苗预防,否
龙字,界,植物界
龙字,门,被子植物
龙字,纲,双子叶植物
龙字,目,兰目
龙字,科,兰科
比埃尔,国籍,突尼斯
比埃尔,身高,191
氧原子,质子数,8
氧原子,中子数,8
氧原子,核外电子数,8
涌,笔画,10
涌,部首笔划,3
涌,结构,左右
海月,别名,镜鱼
海月,界,动物界
海月,门,软体动物门
海月,纲,双壳纲
海月,亚纲,翼形亚纲
海月,目,珍珠贝目
SP,外文名,sp
黄喉貂,界,动物界
黄喉貂,门,脊索动物门
黄喉貂,亚门,脊椎动物亚门
黄喉貂,纲,哺乳纲
黄喉貂,亚纲,真兽亚纲
黄喉貂,目,食肉目
黄喉貂,科,鼬科
黄喉貂,属,貂属
气管炎,就诊科室,内科
毒鲉,界,动物界
毒鲉,亚门,脊椎动物亚门
毒鲉,亚纲,辐鳍亚纲
毒鲉,亚目,鲉亚目
Cd,中文名,光盘
Cd,英文名,CD
矿油,属性,石油
廖,笔画,14
廖,部首,广
釜,笔画,10
釜,部首,金
叶蜂科,界,动物界
绢毛木兰,界,植物界
绢毛木兰,分布区域,海南
Tk,籍贯,日本
氰,应 用,熏蒸剂
氰,毒 性,剧毒
茶坯,中文学名,烘青绿茶
茶坯,界,植物界
茶坯,亚种,烘青绿茶
丽水,行政类别,地级市
丽水,建立时间,1968年
新浦区,行政类别,市辖区
和歌山县,下辖地区,和歌山市
构巢曲霉,亚门,半知菌亚门
黄葛树,界,植物界
黄葛树,门,被子植物门
黄葛树,纲,双子叶植物纲
黄葛树,目,荨麻目
黄葛树,科,桑科
黄葛树,属,榕属
栗毓美,性别,男
栗毓美,所处时代,清朝
栗毓美,民族族群,汉族
栗毓美,国籍,中国
椭圆形叶,界,植物界
椭圆形叶,门,被子植物门
椭圆形叶,纲,双子叶植物纲
露兜树,界,植物界
广饶县,行政类别,县
马克斯,语言版本,英语
丽龟,界,动物界
丽龟,门,脊索动物门
丽龟,亚门,脊椎动物亚门
丽龟,目,龟鳖目
丽龟,科,海龟科
丽龟,属,丽龟属
张家口,行政类别,地级市
季肋部,形态,腹腔
白花紫露草,界,植物界
南风,性别,男
南风,国籍,中国
南风,出生地,内蒙古
南风,血型,A型
麦秆菊,中文学名,蜡菊
麦秆菊,界,植物界
博士后,始于,1876年
博士后,年限,2年
禾谷,界,动物界
横膈膜,英文名,diaphragm
庠,部 首,广
庠,笔 画,9
金小蜂科,界,动物界
金小蜂科,目,膜翅目
湘波绿,防腐剂,否
湘波绿,种类,绿茶
湘波绿,分布区域,湖南
湘波绿,创制时间,1961年
巨藻,界,原生生物界
巨藻,门,褐藻门
巨藻,目,海带目
南平市,别称,闽北
南平市,建立时间,1994年
南平市,地域名人,宋慈
南平市,建立时间,1994年
南平市,行政类别,地级市
超临界流体,实质,流体
多囊肾,发病部位,腰部
血便,季节分布,四季
血便,传染病,否
血便,疫苗预防,否
血便,就诊科室,内科
血便,发病部位,肛门
血便,是否进入医保,是
甘蔗绵蚜,界,动物界
双林,建立时间,1405年
矮慈姑,界,植物界
李祖望,性别,男
李祖望,职业,画家
李祖望,所处时代,清朝
李祖望,出生日期,1814年
李祖望,去世日期,1881年
李祖望,国籍,中国
野蛞蝓,界,动物界
黑海,位置,欧亚大陆
黑海,类型,陆间海
黑海,所在地,欧亚大陆
黑海,开放时间,无
郑玄,国籍,中国
巴克利,国籍,英格兰
巴克利,运动项目,足球
巴克利,性别,男
巴克利,身高,186
巴克利,体重,76
巴克利,效力俱乐部,埃弗顿足球俱乐部
巴克利,场上位置,前锋
巴克利,国家队出场数,10
气象卫星云图,拍摄,气象卫星
地丁,中文学名,地丁草
地丁,界,植物界
地丁,种,地丁草
棱,笔画,12
棱,部首,木
海东青,界,动物界
海东青,门,脊索动物门
海东青,纲,鸟纲
海东青,目,隼形目
海东青,科,隼科
海东青,属,鸟
孔隙,外文名,pore
孔隙,解 释,空隙
用,笔画,5
用,部首笔划,0
文化建筑,语种,中文
文化建筑,出版时间,2001年
周灵王,性别,男
周灵王,王朝,东周
周灵王,国籍,东周
水韭,界,植物界
水韭,纲,水韭纲
水韭,目,水韭目
小白花,中文学名,香雪球
小白花,界,植物界
小白花,种,香雪球
萨,笔画,11
哩,笔画,10
哩,部首,口
双盾木属,界,植物界
发电机,种类,机电设备
桃,界,植物界
桃,门,被子植物门
桃,纲,双子叶植物纲
桃,亚纲,蔷薇亚纲
桃,目,蔷薇目
桃,科,蔷薇科
桃,属,桃属
九州大学,类型,国立大学
玉皇李,界,植物界
玉皇李,门,被子植物门
玉皇李,纲,双子叶植物纲
玉皇李,亚纲,蔷薇亚纲
玉皇李,科,蔷薇科
玉皇李,属,李属
鳐目,界,动物界
棣棠属,界,植物界
海桐,别名,海桐花
海桐,界,植物界
虎皮菊,中文学名,天人菊
虎皮菊,界,植物界
齐河县,行政类别,县
苎根,中文名,苎麻根
苎根,界,植物界
苎根,门,被子植物门
苎根,纲,双子叶植物纲
苎根,目,蔷薇目
苎根,科,荨麻科
苎根,种,苎麻根
财务指标,所属范畴,经济
馈,笔画,12
油桐属,界,植物界
烤烟,界,植物界
烤烟,科,茄科
宝洪茶,界,植物界
宝洪茶,种,茶叶
薄叶金花茶,界,植物界
薄叶金花茶,属,山茶属
薄叶金花茶,分布区域,广西
照相机,出现时间,1550年
Richardson,国籍,英国
Richardson,毕业院校,牛津大学
人民公园,景区相关名人,陈毅
人民公园,所属国家,中国
人民公园,类别,公园
人民公园,所在地,上海市
鰕虎鱼,界,动物界
鰕虎鱼,门,脊索动物门
鰕虎鱼,亚门,脊椎动物亚门
鰕虎鱼,目,鲈形目
亚利桑那,中文名,亚利桑那州
亚利桑那,行政区类别,联邦州
亚利桑那,地理位置,美国西南部
亚利桑那,州 鸟,鹪鹩
河套平原,地区,中国
河套平原,类型,平原
粉纹夜蛾,界,动物界
粉纹夜蛾,纲,昆虫纲
粉纹夜蛾,目,鳞翅目
粉纹夜蛾,科,夜蛾科
子牙新河,所在洲,亚洲
子牙新河,流经区域,河北省
子牙新河,长度,143
金水,中文名,金水区
古今,成立时间,1988年
苍石,出生日期,1922年
苍石,性别,男
尼克酸,中文名称,烟酸
尼克酸,闪点,193
秋,笔画,9
秋,部首,禾
之,笔画,3
之,部首笔划,1
硫醚,类 型,化合物
电抗,字母,x
豚草,界,植物界
美洲,外文名,America
美洲,原住民,印第安人
美洲,地理位置,西半球
元仁宗,民族,蒙古族
元仁宗,去世日期,1320年
元仁宗,庙号,仁宗
嘉兴市,建立时间,242年
嘉兴市,政府驻地,南湖区
嘉兴市,行政类别,地级市
嘉兴市,行政类别,地级市
Cru,象征物,十字架
Cru,亮星数目,4
Cru,最佳观测时间,5月
钐,符号,Sm
钐,序号,62
钐,周期,6
钐,元素分区,f
正定,中文名,正定县
正定,行政类别,县
正定,城市类别,县
正定,行政类别,县
范希文,民族,汉族
范希文,国籍,中国
范希文,政党,中国共产党
范希文,性别,男
范希文,国籍,中国
绿衣,朝代,先秦
波恩大学,类型,公立大学
康耐尔,国籍,特立尼达和多巴哥
康耐尔,身高,185
名家,所属地域,大陆
汤姆逊,国籍,英国
汤姆逊,毕业院校,曼彻斯特大学
猎物,上映地区,法国
猎物,语言版本,法语
冬红花,界,植物界
绒毛草,界,植物界
绒毛草,门,种子植物门
绒毛草,纲,单子叶植物纲
绒毛草,科,禾本科
绒毛草,属,绒毛草属
角门,开放时间,全天
角门,所在地,北京
角门,类别,名胜古迹
顺反子,组成,基因
完整井,类型,水井
马齿苋属,界,植物界
雷丸,界,真菌界
雷司令,界,植物界
产品,词性,名词
栝,笔画,10
栝,部首,木
书面申请,中文名,申请
书面申请,词 性,中性
Rf,笔画,24
Rf,部首笔划,8
晒,拼音,shai
晒,笔画,10
晒,部首,日
丽江地区,中文名,丽江
丽江地区,行政类别,地级市
丽江地区,气候条件,温带气候
阴影,其他外文名,shadow
阴影,词性,名词
白鸟,上映地区,中国
白鸟,画面颜色,彩色
白鸟,拍摄地点,中国
白鸟,制片地点,中国
兖州,中文名,兖州区
朱学曾,性别,男
朱学曾,出生年月,1885年
朱学曾,国籍,中国
蓑羽鹤,界,动物界
蓑羽鹤,门,脊索动物门
蓑羽鹤,纲,鸟纲
蓑羽鹤,目,鹤形目
蓑羽鹤,科,鹤科
蓑羽鹤,属,鹤属
荞,中文学名,大戟
荞,界,植物界
荞,门,被子植物门
荞,纲,双子叶植物纲
荞,目,大戟目
荞,科,大戟科
荞,属,大戟属
荞,种,大戟
鱼石脂,保质期,2年
左东启,民族,汉族
左东启,国籍,中国
娄底地区,中文名,娄底市
娄底地区,行政类别,地级市
阴茎,性别,男性
咽,笔画,9
咽,部首,口
陆路,反义词,水路
Ml,中文名,ML
Ml,创立于,2009年
Ml,总部,上海
妇,笔画,6
妇,部首,女
妇,部首总画,3
钢轨,组成,铁路轨道
大豆疫病菌,界,真菌界
大豆疫病菌,科,腐霉科
大豆疫病菌,属,疫霉属
工艺美术,领域,艺术
硼砂,闪点,119
伯德,国籍,英国
伯德,去世日期,1623年
伯德,职业,作曲家
地磁场,中文名,地球磁场
鹿角尖,中文学名,羊栖菜
鹿角尖,界,原生生物界
鹿角尖,门,褐藻门
鹿角尖,目,墨角藻目
鹿角尖,科,马尾藻科
鹿角尖,种,羊栖菜
法,笔画,8
桑,中文学名,山桑
桑,界,植物界
钠石灰,别名,碱石灰
钠石灰,化学品类别有机物,无
钠石灰,管制类型,无
钠石灰,应用,干燥剂
钠石灰,种类,混合物
华盖木,界,植物界
华盖木,属,华盖木属
粉团蔷薇,界,植物界
牛科,界,动物界
圆子,别称,汤圆
圆子,防腐剂,否
圆子,储藏方法,冷藏
白薯,中文学名,番薯
白薯,界,植物界
塘鳢科,外文名,Eleotridae
塘鳢科,界,动物界
塘鳢科,门,脊索动物门
塘鳢科,亚门,脊椎动物亚门
塘鳢科,纲,硬骨鱼纲
塘鳢科,目,鲈形目
马蜂,中文学名,黄蜂
马蜂,界,动物界
小柴胡汤,药品类别,中药
小柴胡汤,分类,和解剂
苏门羚,中文学名,鬣羚
苏门羚,界,动物界
海豹科,界,动物界
海豹科,目,鳍足目
蜜桔,界,植物界
蜜桔,纲,双子叶植物纲
蜜桔,目,无患子目
蜜桔,科,芸香科
蜜桔,属,柑橘属
迷走神经,性 质,混合神经
郭熙,民族,汉
郭熙,国籍,中国
蚤休,界,植物界
蚤休,门,被子植物门
蚤休,纲,单子叶植物纲
蚤休,目,百合目
蚤休,科,百合科
蚤休,隶属,中药材
Cell,中文名,细胞
杂种勋章菊,界,植物界
杂种勋章菊,科,菊科
预制板,其他外文名,楼板
竹枝词,别称,竹枝
竹枝词,兴起时间,唐代
竹枝词,流行地域,中国
竹枝词,代表作家,刘禹锡
竹枝词,文学体裁,七言绝句
塔巴里尼,国籍,圣马力诺
塔巴里尼,运动项目,足球
塔巴里尼,出生日期,1976年
意志,近义词,意识
汉克,国籍,德国
卵子,中文名,卵细胞
卵子,位于,卵巢
阆中,中文名,阆中市
阆中,行政类别,省辖市
荜拨,界,植物界
荜拨,门,被子植物门
荜拨,纲,双子叶植物纲
荜拨,目,胡椒目
荜拨,科,胡椒科
荜拨,属,胡椒属
康宁,性别,女
康宁,国籍,中国
康宁,出生地,辽宁省
康宁,民族,满族
康宁,职业,演员
康宁,血型,AB
柳叶箬,界,植物界
鹤海鳗,界,动物界
鹤海鳗,科,海鳗科
专利权,简称,专利
吉祥草,界,植物界
吉祥草,门,被子植物门
吉祥草,纲,双子叶植物纲
吉祥草,目,唇形目
吉祥草,科,车前科
洗涤剂,主要成分,表面活性剂
种树郭橐驼传,创作年代,唐朝
种树郭橐驼传,作者,柳宗元
宜昌站,修建时间,1976年
徐华铛,性别,男
徐华铛,民族,汉族
徐华铛,国籍,中国
小蒜,界,植物界
小蒜,门,被子植物门
小蒜,纲,单子叶植物纲
小蒜,目,百合目
小蒜,科,百合科
臭,笔画,10
臭,部首,自
负荷开关,技术参数,国标
负荷开关,主要产地,中国大陆
负荷开关,材 质,金属材料
昼,笔画,9
昼,部首,日
昼,部首笔划,4
庄浪,地方特产,土豆
庄浪,行政类别,县
三元,国家,中国
广西壮族自治区,行政类别,自治区
广西壮族自治区,行政类别,自治区
海角,科室,口腔科
海角,地区,上海
海角,行业,医生
苹果螺,界,动物界
苹果螺,门,软体动物门
苹果螺,纲,腹足纲
埃文斯,国籍,美国
埃文斯,职业,篮球
Bt,别名,BT
粉条,别称,粉丝
鹰爪虾,界,动物界
长裙竹荪,界,真菌界
洱源县,别称,洱源
洱源县,政府驻地,茈碧湖镇
洱源县,行政类别,县
青浦,中文名,青浦区
青浦,行政类别,市辖区
甜菜象,界,动物界
三趾,界,动物界
三趾,门,脊索动物门
三趾,纲,鸟纲
三趾,目,鸥形目
三趾,科,鸥科
随意草,界,植物界
随意草,科,唇形科
另,笔画,5
另,部首,口
华山松,界,植物界
华山松,门,裸子植物门
华山松,纲,松柏纲
华山松,目,松柏目
华山松,科,松科
华山松,属,松属
白斑军舰鸟,界,动物界
苹果酒,是否含防腐剂,否
苹果酒,主要原料,苹果
玉螺,界,动物界
巢,笔画,11
巢,部首,巛
汉字,英文名,Chinese
汉字,分类,语素文字
汉字,最早成熟系统,甲骨文
黑山羊,界,动物界
黑山羊,门,脊索动物门
黑山羊,纲,哺乳纲
黑山羊,亚纲,真兽亚纲
黑山羊,目,偶蹄目
黑山羊,亚目,反刍亚目
黑山羊,科,牛科
黑山羊,亚 科,牛亚科
黑山羊,别 称,山羊
天葵,界,植物界
靶,笔画,13
靶,部首,革
鸬鹚科,界,动物界
微积分,微分发明,牛顿
红水河,别名,南盘江
红水河,所在洲,亚洲
红水河,流经区域,广西
红水河,开放时间,全天
红水河,所在地,河池
陆丰县,行政类别,县级市
免疫球蛋白,主要成分,蛋白
紫砂,英文名,Purple
紫砂,类型,炻器
窖,笔画,12
窖,部首,穴
帕尔蒂,性别,男
帕尔蒂,国籍,芬兰
帕尔蒂,运动项目,足球
帕尔蒂,效力俱乐部,图尔库
莫斯科公国,所属洲,欧洲
莫斯科公国,国庆日,1283年
莫斯科公国,政体,君主制
莫斯科公国,主要宗教,东正教
莫斯科公国,常用语言,俄语
莫斯科公国,官方语言,俄语
莫斯科公国,首都,莫斯科
踏,笔画,15
踏,部首,足
木莲,界,植物界
木莲,命名者及年代,Oliver
诺沃,运动项目,足球
固,笔画,8
固,造字法,形声
防风,界,植物界
钚,序号,94
钚,元素分区,金属元素
豌豆潜叶蝇,界,动物界
豌豆潜叶蝇,目,双翅目
房屋,英文名,House
躄鱼,界,动物界
躄鱼,门,脊索动物门
躄鱼,亚门,脊椎动物亚门
躄鱼,纲,鱼纲
躄鱼,亚目,躄鱼亚目
孔端,性别,女
孔端,民族,汉
孔端,国籍,中国
孔端,政党,中国共产党
李有,性别,男
李有,所处时代,元代
李有,出生地,河北
李有,国籍,中国
手风琴,类别,乐器
子弹,外文名,Bullet
子弹,别称,枪弹
新疆杨,界,植物界
讯,笔画,5
芩,笔画,7
昆仑山脉,中文名,昆仑山
马尔代夫,国歌,团结一致向我们的国家致敬
马尔代夫,国树,椰子树
马尔代夫,所属洲,亚洲
马尔代夫,官方语言,迪维希语
马尔代夫,首都,马累
液,笔画,11
液,部首笔划,3
蓝田,所属市,西安市
苦荬菜,界,植物界
文学家,著名文学家一,陶渊明
文学家,著名文学家二,李白
牧,笔画,8
靖康,所属王朝,北宋
靖康,所属君主,宋钦宗
靖康,属性,年号
靖康,时长,2年
真骨鱼类,界,动物界
真骨鱼类,纲,硬骨鱼纲
真骨鱼类,亚纲,辐鳍亚纲
仙人蕉,界,植物界
